1.00, -5.36,
1.00, -5.91,
1.00, -5.82,
1.00, -5.27,
1.00, -5.73,
1.00, -4.64,
1.00, -6.82,
1.00, -5.09,
1.00, -5.45,
1.00, -5.45,
0.91, -8.18,
1.00, -4.73,
1.00, -5.00,
1.00, -6.09,
1.00, -5.82,
1.00, -5.55,
1.00, -5.09,
1.00, -5.09,
1.00, -5.73,
1.00, -5.45,
0.73, -11.55,
1.00, -5.73,
1.00, -5.91,
1.00, -6.36,
1.00, -5.82,
0.91, -8.09,
1.00, -5.36,
1.00, -5.64,
0.91, -6.82,
1.00, -5.36,
1.00, -5.55,
1.00, -5.45,
1.00, -5.73,
1.00, -5.64,
1.00, -5.27,
1.00, -5.09,
1.00, -5.55,
1.00, -5.09,
1.00, -5.45,
1.00, -5.09,
1.00, -5.45,
1.00, -5.18,
1.00, -5.00,
1.00, -5.27,
0.91, -6.82,
1.00, -5.64,
1.00, -5.18,
1.00, -5.00,
1.00, -5.36,
1.00, -5.82,
1.00, -5.18,
1.00, -5.45,
1.00, -5.27,
1.00, -5.27,
1.00, -4.64,
1.00, -5.36,
1.00, -5.45,
1.00, -5.73,
1.00, -5.55,
1.00, -5.45,
1.00, -4.55,
1.00, -4.82,
1.00, -5.18,
1.00, -5.64,
1.00, -5.73,
1.00, -5.18,
1.00, -5.45,
1.00, -5.73,
1.00, -5.55,
1.00, -6.36,
1.00, -5.36,
1.00, -5.00,
1.00, -5.45,
1.00, -5.82,
1.00, -5.82,
1.00, -4.45,
1.00, -5.91,
1.00, -5.27,
1.00, -5.27,
1.00, -5.45,
1.00, -5.55,
1.00, -5.73,
1.00, -5.36,
1.00, -5.00,
1.00, -4.45,
1.00, -5.27,
1.00, -5.36,
1.00, -5.36,
1.00, -5.00,
1.00, -4.82,
1.00, -5.64,
1.00, -4.82,
1.00, -5.55,
1.00, -5.55,
1.00, -5.55,
1.00, -5.91,
1.00, -5.36,
1.00, -4.82,
1.00, -5.45,
1.00, -4.55,
1.00, -5.27,
1.00, -5.64,
1.00, -5.09,
1.00, -5.45,
1.00, -5.64,
1.00, -5.36,
1.00, -5.00,
1.00, -5.73,
1.00, -5.73,
1.00, -5.45,
1.00, -4.73,
1.00, -4.55,
1.00, -5.09,
1.00, -5.55,
1.00, -5.45,
1.00, -4.82,
1.00, -5.45,
1.00, -5.18,
1.00, -5.82,
1.00, -5.64,
1.00, -5.09,
1.00, -5.00,
1.00, -5.36,
1.00, -4.64,
1.00, -4.91,
1.00, -5.45,
1.00, -5.00,
1.00, -5.27,
1.00, -5.27,
1.00, -5.45,
1.00, -5.27,
1.00, -4.55,
1.00, -4.91,
1.00, -6.00,
1.00, -5.36,
1.00, -5.18,
1.00, -5.55,
1.00, -5.18,
1.00, -5.91,
1.00, -5.18,
1.00, -5.27,
1.00, -4.82,
1.00, -5.18,
1.00, -5.45,
1.00, -5.27,
1.00, -5.45,
1.00, -5.64,
1.00, -5.82,
1.00, -5.64,
1.00, -5.09,
1.00, -5.82,
1.00, -5.18,
1.00, -5.18,
1.00, -5.27,
1.00, -5.09,
1.00, -5.27,
1.00, -5.36,
1.00, -5.36,
1.00, -5.64,
1.00, -5.45,
1.00, -4.55,
1.00, -5.27,
1.00, -5.09,
1.00, -5.00,
1.00, -5.09,
1.00, -5.36,
1.00, -5.73,
1.00, -5.64,
1.00, -4.82,
1.00, -5.18,
1.00, -5.36,
1.00, -5.09,
1.00, -5.45,
1.00, -5.45,
1.00, -5.55,
1.00, -5.55,
1.00, -5.36,
1.00, -5.36,
1.00, -5.73,
1.00, -5.18,
1.00, -5.27,
1.00, -5.18,
1.00, -5.45,
1.00, -5.55,
1.00, -5.36,
1.00, -5.18,
1.00, -5.27,
1.00, -5.55,
1.00, -5.55,
1.00, -5.36,
1.00, -5.00,
1.00, -4.91,
1.00, -5.55,
1.00, -5.73,
1.00, -5.64,
1.00, -5.36,
1.00, -5.64,
1.00, -5.18,
1.00, -5.45,
1.00, -5.27,
1.00, -6.27,
1.00, -5.27,
1.00, -5.09,
1.00, -5.36,
1.00, -5.09,
1.00, -5.18,
1.00, -5.18,
1.00, -5.27,
1.00, -5.82,
1.00, -5.45,
1.00, -5.64,
1.00, -6.36,
1.00, -5.55,
1.00, -5.09,
1.00, -5.73,
1.00, -5.45,
1.00, -4.73,
1.00, -5.64,
1.00, -5.45,
1.00, -5.18,
1.00, -5.09,
1.00, -5.18,
1.00, -5.55,
1.00, -5.55,
1.00, -4.91,
1.00, -5.27,
1.00, -6.00,
1.00, -5.09,
1.00, -5.36,
1.00, -5.73,
1.00, -5.55,
1.00, -5.00,
1.00, -4.91,
1.00, -5.27,
1.00, -5.09,
1.00, -5.09,
1.00, -4.73,
1.00, -5.82,
1.00, -5.18,
1.00, -5.27,
1.00, -5.27,
1.00, -5.36,
1.00, -5.64,
1.00, -5.18,
1.00, -5.64,
1.00, -5.18,
1.00, -5.45,
1.00, -5.73,
1.00, -4.82,
1.00, -5.64,
1.00, -5.36,
1.00, -5.36,
1.00, -5.09,
1.00, -5.64,
1.00, -4.91,
1.00, -4.73,
1.00, -5.18,
1.00, -5.27,
1.00, -5.18,
1.00, -4.82,
1.00, -5.55,
1.00, -5.36,
1.00, -5.45,
1.00, -5.27,
1.00, -5.09,
1.00, -5.18,
1.00, -5.09,
1.00, -5.55,
1.00, -5.27,
1.00, -5.36,
1.00, -5.09,
1.00, -5.64,
1.00, -5.73,
1.00, -5.82,
1.00, -5.09,
1.00, -5.55,
1.00, -5.27,
1.00, -6.00,
1.00, -5.55,
1.00, -5.36,
1.00, -5.91,
1.00, -5.45,
1.00, -5.55,
1.00, -4.73,
1.00, -4.82,
1.00, -5.00,
1.00, -5.45,
1.00, -4.55,
